generator_id,level_id,width,height,solid_density,empty_density,enemy_count,enemy_density,reward_count,reward_density,block_density,pipe_density,gap_count,gap_density,max_gap_width,linearity_r2,nonlinearity,surface_resid_std,surface_std,leniency,tile_entropy,column_entropy,unique_column_ratio,compression_ratio,within_ncd,distance_to_original_ncd,ncd_pairs,distance_to_original_centroid
marioDiffusion,marioDiffusion::level_95.txt,208,16,0.13131009615384615,0.8683894230769231,1,0.004807692307692308,0,0.0,0.10096153846153846,0.0,8,0.2980769230769231,34,0.06053178350430266,0.9394682164956973,3.0951390504218246,3.173399455231752,0.2919753191500769,0.6014225891517629,3.0542843735538545,0.08653846153846154,0.05354472031109782,0.7815446620969468,0.8526016465006739,1770,5.368992740272299
marioDiffusion,marioDiffusion::level_96.txt,208,16,0.12890625,0.8653846153846154,5,0.02403846153846154,14,0.0673076923076923,0.375,0.0,8,0.46153846153846156,61,0.0699036179579805,0.9300963820420195,2.730494697640594,2.8073516127243985,0.22255978686185146,0.6969749482460013,3.362154820682682,0.15865384615384615,0.055937780436733475,0.7815446620969468,0.8526016465006739,1770,4.945874226516219
marioDiffusion,marioDiffusion::level_97.txt,208,16,0.14693509615384615,0.8524639423076923,1,0.004807692307692308,1,0.004807692307692308,0.8365384615384616,0.019230769230769232,6,0.4326923076923077,27,0.0940632944577443,0.9059367055422557,3.8611946831098902,4.033044450438203,0.3095057573889968,0.7595717305624707,3.504191748930818,0.15865384615384615,0.049655997606939874,0.7815446620969468,0.8526016465006739,1770,6.195306859282183
marioDiffusion,marioDiffusion::level_98.txt,208,16,0.1180889423076923,0.8813100961538461,2,0.009615384615384616,1,0.004807692307692308,0.4182692307692308,0.0,10,0.33653846153846156,27,0.1909648182479341,0.8090351817520659,4.059637634236522,4.4882528427269905,0.3226889907965174,0.6234605398948534,3.450236889851258,0.1346153846153846,0.055937780436733475,0.7815446620969468,0.8526016465006739,1770,9.458452086662804
marioDiffusion,marioDiffusion::level_99.txt,208,16,0.11688701923076923,0.8801081730769231,3,0.014423076923076924,7,0.03365384615384615,0.07211538461538461,0.0673076923076923,6,0.5528846153846154,44,0.01647002451345403,0.983529975486546,2.81431148001721,2.812993077970647,0.2309424078368379,0.6132330191546388,2.9520035261294106,0.1201923076923077,0.05414298534250673,0.7815446620969468,0.8526016465006739,1770,5.2613277893953905
mariogan,mariogan::level_1.txt,168,14,0.11181972789115646,0.8856292517006803,6,0.03571428571428571,0,0.0,0.03571428571428571,0.1130952380952381,5,0.1488095238095238,17,0.07696599898358991,0.9230340010164101,1.4444519513633918,1.493134975410636,0.4453940104363609,0.610855102706637,2.89811201529951,0.16666666666666666,0.07484143763213531,0.7306290283774906,0.851949864333206,1770,4.664860872596191
mariogan,mariogan::level_10.txt,168,14,0.09863945578231292,0.8949829931972789,15,0.08928571428571429,0,0.0,0.20238095238095238,0.13690476190476192,4,0.23214285714285715,24,0.2830004042364903,0.7169995957635097,2.0758784847682166,2.43398556164282,0.3552548940554584,0.6478922539924624,3.0400630779488456,0.13690476190476192,0.0693446088794926,0.7306290283774906,0.851949864333206,1770,11.943081566779956
mariogan,mariogan::level_100.txt,168,14,0.10289115646258504,0.891156462585034,14,0.08333333333333333,0,0.0,0.16071428571428573,0.11904761904761904,10,0.20833333333333334,17,0.02200188324663732,0.9779981167533627,1.7928014483817984,1.7996709073942476,0.41417318982387474,0.6573382129399321,3.3814194948956215,0.17261904761904762,0.08498942917547568,0.7306290283774906,0.851949864333206,1770,3.7176308383350847
mariogan,mariogan::level_11.txt,168,14,0.10841836734693877,0.8869047619047619,11,0.06547619047619048,1,0.005952380952380952,0.19047619047619047,0.13690476190476192,6,0.13095238095238096,6,0.01511430737375008,0.9848856926262499,2.0316562818712005,2.033761769885622,0.6023778562552307,0.6819814810503183,3.1686960658469134,0.19047619047619047,0.07822410147991543,0.7306290283774906,0.851949864333206,1770,3.224229096226738
mariogan,mariogan::level_12.txt,168,14,0.10416666666666667,0.8894557823129252,15,0.08928571428571429,2,0.011904761904761904,0.1130952380952381,0.125,6,0.2261904761904762,19,0.018675479819845076,0.9813245201801549,2.1061094724079967,2.110704808610051,0.3936591810862872,0.6575399319065595,3.1496922634030633,0.17261904761904762,0.0828752642706131,0.7306290283774906,0.851949864333206,1770,3.60793012752684
mariogan,mariogan::level_13.txt,168,14,0.125,0.8698979591836735,12,0.07142857142857142,1,0.005952380952380952,0.10714285714285714,0.1488095238095238,2,0.047619047619047616,5,0.04169371422173229,0.9583062857782677,1.4866633159402225,1.5092561034075416,0.7071550607690774,0.7149901750191151,2.947119114282208,0.13690476190476192,0.07315010570824525,0.7306290283774906,0.851949864333206,1770,3.5148886323783697
mariogan,mariogan::level_14.txt,168,14,0.11096938775510204,0.8847789115646258,10,0.05952380952380952,1,0.005952380952380952,0.17857142857142858,0.15476190476190477,4,0.08333333333333333,8,0.06628852241212257,0.9337114775878774,1.9201871367592183,1.9746424606984057,0.6106241533343622,0.6913839727171517,2.9638997898616792,0.19047619047619047,0.07780126849894292,0.7306290283774906,0.851949864333206,1770,3.7715801377094227
mariogan,mariogan::level_15.txt,168,14,0.13860544217687074,0.85671768707483,11,0.06547619047619048,3,0.017857142857142856,0.09523809523809523,0.16071428571428573,4,0.05357142857142857,4,0.013325367283240963,0.986674632716759,1.9501029010114124,1.9512195121951217,0.731201889083587,0.7599634841051656,3.173393532588021,0.18452380952380953,0.08456659619450317,0.7306290283774906,0.851949864333206,1770,2.6992907718008023
mariogan,mariogan::level_16.txt,168,14,0.12797619047619047,0.8677721088435374,10,0.05952380952380952,0,0.0,0.15476190476190477,0.125,4,0.16071428571428573,17,0.017735150700600166,0.9822648492993998,2.0431095847105363,2.047004970943772,0.43855402503147445,0.7244764067949852,3.4502798471414304,0.22023809523809523,0.07906976744186046,0.7306290283774906,0.851949864333206,1770,3.053790393271541
mariogan,mariogan::level_17.txt,168,14,0.12414965986394558,0.8690476190476191,16,0.09523809523809523,4,0.023809523809523808,0.17857142857142858,0.15476190476190477,3,0.08928571428571429,12,0.07499408275333264,0.9250059172466674,1.8453193842693898,1.9062469187638222,0.5397087204344508,0.7573368298730246,3.3321303889465526,0.19642857142857142,0.0854122621564482,0.7306290283774906,0.851949864333206,1770,3.553041292377641
mariogan,mariogan::level_18.txt,168,14,0.11947278911564625,0.8767006802721088,9,0.05357142857142857,2,0.011904761904761904,0.22023809523809523,0.14285714285714285,2,0.06547619047619048,10,0.05187308889660347,0.9481269111033965,1.6112837278470395,1.6442006189273084,0.5954709918902058,0.7197891138922103,2.998867574674843,0.16666666666666666,0.07568710359408033,0.7306290283774906,0.851949864333206,1770,3.4510323391870137
mariogan,mariogan::level_19.txt,168,14,0.11479591836734694,0.8813775510204082,9,0.05357142857142857,2,0.011904761904761904,0.16071428571428573,0.15476190476190477,6,0.07142857142857142,4,0.02622460403316562,0.9737753959668344,1.9188868480439256,1.932362139325856,0.712226767358926,0.691207635725273,2.8053342565220953,0.16666666666666666,0.07906976744186046,0.7306290283774906,0.851949864333206,1770,3.2772825803115424
mariogan,mariogan::level_2.txt,168,14,0.10671768707482993,0.8860544217687075,17,0.10119047619047619,3,0.017857142857142856,0.22023809523809523,0.20833333333333334,0,0.0,0,0.016678472502888342,0.9833215274971117,1.582837790500967,1.5866752236378188,0.9401153428176249,0.7330990609837149,2.2689464746442134,0.13690476190476192,0.07019027484143764,0.7306290283774906,0.851949864333206,1770,4.074347923430595
mariogan,mariogan::level_20.txt,168,14,0.10884353741496598,0.8877551020408163,8,0.047619047619047616,0,0.0,0.17261904761904762,0.005952380952380952,9,0.17261904761904762,14,0.09662116603902049,0.9033788339609795,1.747729532334888,1.826005980139762,0.46486408103477583,0.6072067750218753,3.0752693074241675,0.14285714285714285,0.07441860465116279,0.7306290283774906,0.851949864333206,1770,5.065051005467737
mariogan,mariogan::level_21.txt,168,14,0.13010204081632654,0.8656462585034014,10,0.05952380952380952,4,0.023809523809523808,0.1488095238095238,0.13095238095238096,6,0.13690476190476192,11,0.02881432051690369,0.9711856794830963,2.2109021403224918,2.2286518010706633,0.5275971697837094,0.7411141719748457,3.3992884502595935,0.18452380952380953,0.08456659619450317,0.7306290283774906,0.851949864333206,1770,2.651595278394776
mariogan,mariogan::level_22.txt,168,14,0.13222789115646258,0.8647959183673469,7,0.041666666666666664,2,0.011904761904761904,0.21428571428571427,0.13690476190476192,0,0.0,0,0.011093226170016068,0.9889067738299839,1.5962901799693008,1.5956350563312394,0.9781493506493507,0.7544138081174795,2.984713006666176,0.1488095238095238,0.07610993657505286,0.7306290283774906,0.851949864333206,1770,3.964026531063262
mariogan,mariogan::level_23.txt,168,14,0.1296768707482993,0.8677721088435374,6,0.03571428571428571,0,0.0,0.07738095238095238,0.11904761904761904,3,0.08928571428571429,11,0.020005560443858372,0.9799944395561416,1.6810194110411665,1.6870998581357122,0.5571031746031746,0.6913345541400232,2.947909952673836,0.13095238095238096,0.07399577167019028,0.7306290283774906,0.851949864333206,1770,3.452276560996064
